model_id,component,n_bins,f_sat_target,alpha_s,f_sat_actual,rms_fractional_residual,mean_abs_fractional_residual,chi2_diag_jk_raw,rms_pull_jk,selected_for_paper,selection_reason,diagcov_chi2_total,diagcov_chi2_cov,diagcov_chi2_total_cov,diagcov_chi2_xi0,diagcov_chi2_xi2,diagcov_chi2_wp,diagcov_rank,fullcov_chi2_total,fullcov_chi2_cov,fullcov_chi2_total_cov,fullcov_chi2_xi0,fullcov_chi2_xi2,fullcov_chi2_wp,fullcov_rank
tng3002_fsat0p160_alphaS1p200,xi2,28,0.16,1.2,0.16004366812227075,0.587315373432401,0.5145962409679957,2468.2568981351656,9.388931359651956,1,diagcov_top5,407.81916063312747,1639.0963574078576,1639.0963575910414,177.3607430075098,123.55613546573237,106.90228197670152,5,407.81916063312747,949.565482223049,949.5654824062328,177.3607430075098,123.55613546573237,106.90228197670152,9
tng3002_fsat0p160_alphaS1p400,all,72,0.16,1.4,0.16004366812227075,0.649039282134589,0.446010964051023,7787.616932147948,10.400064724790544,0,,461.5137291609025,1803.4481316553145,1803.4481318384983,172.2722941994851,182.99974257918458,106.24169219904906,9,461.5137291609025,1028.7048062690499,1028.7048064522337,172.2722941994851,182.99974257918458,106.24169219904906,11
tng3002_fsat0p160_alphaS1p400,wp,16,0.16,1.4,0.16004366812227075,0.31115328666962816,0.22075506626506441,1269.3431866863907,8.906960714401935,0,,461.5137291609025,1803.4481316553145,1803.4481318384983,172.2722941994851,182.99974257918458,106.24169219904906,9,461.5137291609025,1028.7048062690499,1028.7048064522337,172.2722941994851,182.99974257918458,106.24169219904906,11
tng3002_fsat0p160_alphaS1p400,xi0,28,0.16,1.4,0.16004366812227075,0.7476695772614401,0.44304051952647816,3421.56150689669,11.054348702945386,0,,461.5137291609025,1803.4481316553145,1803.4481318384983,172.2722941994851,182.99974257918458,106.24169219904906,9,461.5137291609025,1028.7048062690499,1028.7048064522337,172.2722941994851,182.99974257918458,106.24169219904906,11
tng3002_fsat0p160_alphaS1p400,xi2,28,0.16,1.4,0.16004366812227075,0.6847524857317564,0.5776990644532584,3096.712238564869,10.516504441259512,0,,461.5137291609025,1803.4481316553145,1803.4481318384983,172.2722941994851,182.99974257918458,106.24169219904906,9,461.5137291609025,1028.7048062690499,1028.7048064522337,172.2722941994851,182.99974257918458,106.24169219904906,11
tng3002_fsat0p200_alphaS0p600,all,72,0.2,0.6,0.2,0.7258597333198629,0.47168864794493714,7524.294024592678,10.222723887247387,0,,520.1089321555392,1742.4680899056727,1742.4680900888566,192.73651854117924,151.68416671142367,175.6882467197525,7,520.1089321555392,1240.9056548766032,1240.905655059787,192.73651854117924,151.68416671142367,175.6882467197525,23
tng3002_fsat0p200_alphaS0p600,wp,16,0.2,0.6,0.2,0.38301363517221176,0.2733161525477017,1937.8048528393433,11.00512622837462,0,,520.1089321555392,1742.4680899056727,1742.4680900888566,192.73651854117924,151.68416671142367,175.6882467197525,7,520.1089321555392,1240.9056548766032,1240.905655059787,192.73651854117924,151.68416671142367,175.6882467197525,23
tng3002_fsat0p200_alphaS0p600,xi0,28,0.2,0.6,0.2,0.7799626392869113,0.474126502527937,3199.929066632891,10.690331189966694,0,,520.1089321555392,1742.4680899056727,1742.4680900888566,192.73651854117924,151.68416671142367,175.6882467197525,7,520.1089321555392,1240.9056548766032,1240.905655059787,192.73651854117924,151.68416671142367,175.6882467197525,23
tng3002_fsat0p200_alphaS0p600,xi2,28,0.2,0.6,0.2,0.8140298813836297,0.5826065050175006,2386.5601051204444,9.232241844134462,0,,520.1089321555392,1742.4680899056727,1742.4680900888566,192.73651854117924,151.68416671142367,175.6882467197525,7,520.1089321555392,1240.9056548766032,1240.905655059787,192.73651854117924,151.68416671142367,175.6882467197525,23
tng3002_fsat0p200_alphaS0p800,all,72,0.2,0.8,0.2,0.6273307383264469,0.41397662543730135,6982.272168027952,9.847639429514139,1,diagcov_top5;fullcov_top5,425.4070227567666,1616.9472389117361,1616.94723909492,192.10329245924996,58.53143340115146,174.77229671318133,4,425.4070227567666,901.9428693775188,901.9428695607027,192.10329245924996,58.53143340115146,174.77229671318133,5
tng3002_fsat0p200_alphaS0p800,wp,16,0.2,0.8,0.2,0.3813166496194763,0.2729292033633559,1929.072051867412,10.980300689949855,1,diagcov_top5;fullcov_top5,425.4070227567666,1616.9472389117361,1616.94723909492,192.10329245924996,58.53143340115146,174.77229671318133,4,425.4070227567666,901.9428693775188,901.9428695607027,192.10329245924996,58.53143340115146,174.77229671318133,5
tng3002_fsat0p200_alphaS0p800,xi0,28,0.2,0.8,0.2,0.7971304225099702,0.4767963431728756,3132.8359459794196,10.577665057596292,1,diagcov_top5;fullcov_top5,425.4070227567666,1616.9472389117361,1616.94723909492,192.10329245924996,58.53143340115146,174.77229671318133,4,425.4070227567666,901.9428693775188,901.9428695607027,192.10329245924996,58.53143340115146,174.77229671318133,5
